timestamp,irradiance,temperature,humidity,voltage,current,power,battery,data_source
2026-03-15 05:10:00,0.0,22.32,66.89,0.111,0.0,0.0,3.57,
2026-03-15 05:20:00,2.64,22.83,68.15,0.007,0.0,0.0,3.57,
2026-03-15 05:30:00,2.63,22.95,67.18,0.058,0.0,0.0,3.57,
2026-03-15 05:40:00,0.21,22.76,70.17,0.015,0.0,0.0,3.56,
2026-03-15 05:50:00,20.0,22.74,67.38,4.807,0.0,0.0,3.56,
2026-03-15 06:00:00,62.95,23.3,65.93,4.76,0.049,0.232,3.56,
2026-03-15 06:10:00,100.21,23.46,64.41,4.807,0.048,0.232,3.56,
2026-03-15 06:20:00,133.45,23.53,63.02,4.953,0.073,0.364,3.56,
2026-03-15 06:30:00,196.58,23.76,62.6,5.024,0.081,0.406,3.57,
2026-03-15 06:40:00,239.46,24.63,62.49,5.111,0.123,0.631,3.57,
2026-03-15 06:50:00,249.03,24.85,61.13,5.11,0.155,0.794,3.57,
2026-03-15 07:00:00,320.27,24.88,59.92,5.147,0.175,0.9,3.57,
2026-03-15 07:10:00,330.45,25.59,58.9,5.196,0.193,1.001,3.58,
2026-03-15 07:20:00,377.72,26.35,58.37,5.211,0.238,1.241,3.58,
2026-03-15 07:30:00,434.15,26.76,58.61,5.293,0.231,1.222,3.58,
2026-03-15 07:40:00,450.47,26.23,55.5,5.515,0.25,1.377,3.59,
2026-03-15 07:50:00,488.38,26.92,57.01,5.574,0.277,1.543,3.59,
2026-03-15 08:00:00,512.68,27.12,56.06,5.546,0.301,1.669,3.59,
2026-03-15 08:10:00,543.36,27.72,53.03,5.655,0.31,1.755,3.6,
2026-03-15 08:20:00,577.39,27.63,52.49,5.672,0.316,1.793,3.6,
2026-03-15 08:30:00,638.73,27.98,51.57,5.712,0.349,1.993,3.61,
2026-03-15 08:40:00,656.57,28.96,48.96,5.78,0.356,2.057,3.62,
2026-03-15 08:50:00,691.85,28.6,48.6,5.835,0.368,2.148,3.62,
2026-03-15 09:00:00,732.33,29.56,46.71,5.773,0.406,2.341,3.63,
2026-03-15 09:10:00,755.57,29.69,47.23,5.805,0.432,2.509,3.64,
2026-03-15 09:20:00,772.04,30.04,47.73,5.816,0.44,2.559,3.64,
2026-03-15 09:30:00,798.72,30.22,44.74,5.877,0.437,2.569,3.65,
2026-03-15 09:40:00,808.07,30.1,46.64,5.932,0.457,2.708,3.66,
2026-03-15 09:50:00,837.84,30.6,46.57,5.944,0.464,2.76,3.67,
2026-03-15 10:00:00,840.91,30.66,45.07,6.011,0.486,2.923,3.67,
2026-03-15 10:10:00,875.19,30.07,42.05,6.165,0.49,3.022,3.68,
2026-03-15 10:20:00,907.32,30.8,41.87,6.041,0.503,3.037,3.69,
2026-03-15 10:30:00,921.84,31.23,44.72,6.083,0.492,2.993,3.7,
2026-03-15 10:40:00,935.57,31.38,42.15,6.188,0.507,3.135,3.71,
2026-03-15 10:50:00,951.3,31.59,43.56,6.26,0.502,3.14,3.72,
2026-03-15 11:00:00,943.17,31.65,43.21,6.274,0.518,3.25,3.73,
2026-03-15 11:10:00,968.93,30.91,43.25,6.288,0.519,3.261,3.73,
2026-03-15 11:20:00,964.85,31.18,42.69,6.174,0.515,3.182,3.74,
2026-03-15 11:30:00,966.09,31.79,43.28,6.194,0.538,3.33,3.75,
2026-03-15 11:40:00,993.88,31.5,43.03,6.168,0.537,3.31,3.76,
2026-03-15 11:50:00,995.79,31.26,39.3,6.236,0.534,3.327,3.77,
2026-03-15 12:00:00,983.82,31.51,40.49,6.265,0.533,3.337,3.78,
2026-03-15 12:10:00,961.2,31.92,41.19,6.293,0.536,3.371,3.79,
2026-03-15 12:20:00,971.67,31.04,41.82,6.211,0.539,3.35,3.8,
2026-03-15 12:30:00,980.18,31.23,40.38,6.219,0.527,3.279,3.81,
2026-03-15 12:40:00,952.86,31.29,43.33,6.264,0.537,3.364,3.82,
2026-03-15 12:50:00,951.42,31.35,39.41,6.174,0.529,3.265,3.83,
2026-03-15 13:00:00,954.78,31.18,41.63,6.144,0.533,3.274,3.84,
2026-03-15 13:10:00,948.83,30.79,40.37,6.187,0.515,3.187,3.85,
2026-03-15 13:20:00,936.95,31.25,43.32,6.109,0.496,3.03,3.85,
2026-03-15 13:30:00,902.0,30.84,44.51,6.056,0.509,3.083,3.86,
2026-03-15 13:40:00,884.27,30.92,43.4,6.065,0.492,2.984,3.87,
2026-03-15 13:50:00,886.83,30.83,42.19,6.073,0.487,2.955,3.88,
2026-03-15 14:00:00,859.43,29.94,43.36,6.128,0.475,2.908,3.89,
2026-03-15 14:10:00,844.29,30.69,45.47,6.116,0.47,2.876,3.9,
2026-03-15 14:20:00,824.16,30.0,47.13,6.001,0.468,2.808,3.9,
2026-03-15 14:30:00,791.92,29.54,45.24,5.982,0.446,2.67,3.91,
2026-03-15 14:40:00,772.58,29.33,45.2,5.872,0.421,2.473,3.92,
2026-03-15 14:50:00,743.3,28.95,46.62,5.912,0.408,2.414,3.92,
2026-03-15 15:00:00,711.06,29.1,48.22,5.771,0.409,2.363,3.93,
2026-03-15 15:10:00,688.7,28.99,50.98,5.838,0.367,2.145,3.94,
2026-03-15 15:20:00,650.41,28.78,51.82,5.828,0.365,2.126,3.94,
2026-03-15 15:30:00,626.34,28.34,49.92,5.632,0.343,1.933,3.95,
2026-03-15 15:40:00,586.61,28.12,51.65,5.57,0.329,1.831,3.95,
2026-03-15 15:50:00,563.7,27.16,52.55,5.597,0.303,1.698,3.96,
2026-03-15 16:00:00,512.0,27.28,52.02,5.506,0.285,1.569,3.96,
2026-03-15 16:10:00,499.4,26.88,56.11,5.541,0.257,1.424,3.97,
2026-03-15 16:20:00,436.73,26.71,58.23,5.388,0.267,1.437,3.97,
2026-03-15 16:30:00,422.73,26.59,59.06,5.3,0.215,1.141,3.97,
2026-03-15 16:40:00,366.31,26.16,58.43,5.244,0.226,1.186,3.98,
2026-03-15 16:50:00,329.64,25.74,60.33,5.163,0.212,1.096,3.98,
2026-03-15 17:00:00,288.73,24.81,59.52,5.214,0.178,0.931,3.98,
2026-03-15 17:10:00,271.28,24.5,62.31,5.142,0.137,0.704,3.98,
2026-03-15 17:20:00,236.39,24.66,60.94,5.151,0.125,0.642,3.99,
2026-03-15 17:30:00,181.06,24.06,63.78,4.959,0.116,0.576,3.99,
2026-03-15 17:40:00,128.96,24.28,65.51,4.992,0.079,0.393,3.99,
2026-03-15 17:50:00,110.85,23.91,65.06,4.924,0.052,0.254,3.99,
2026-03-15 18:00:00,59.22,23.3,66.22,4.868,0.031,0.152,3.99,
2026-03-15 18:10:00,34.26,22.43,68.26,4.755,0.0,0.0,3.99,
2026-03-15 18:20:00,2.55,22.18,67.73,0.096,0.0,0.0,3.99,
2026-03-15 18:30:00,1.02,22.88,69.89,0.033,0.0,0.0,3.99,
2026-03-15 18:40:00,0.03,22.95,67.18,0.086,0.0,0.0,3.98,
2026-03-15 18:50:00,1.47,22.76,69.84,0.078,0.0,0.0,3.98,
2026-03-15 19:00:00,1.47,22.79,67.21,0.027,0.0,0.0,3.98,
2026-03-15 19:10:00,2.08,22.31,69.36,0.057,0.0,0.0,3.98,
2026-03-15 19:20:00,1.59,22.43,70.08,0.04,0.0,0.0,3.98,
2026-03-15 19:30:00,2.11,22.27,67.91,0.014,0.0,0.0,3.98,
2026-03-15 19:40:00,0.58,22.12,69.16,0.091,0.0,0.0,3.97,
2026-03-15 19:50:00,0.56,22.22,68.93,0.087,0.0,0.0,3.97,
2026-03-15 20:00:00,2.93,22.52,68.05,0.012,0.0,0.0,3.97,
2026-03-15 20:10:00,0.58,22.23,67.59,0.002,0.0,0.0,3.97,
2026-03-15 20:20:00,1.6,22.27,71.09,0.066,0.0,0.0,3.97,
2026-03-15 20:30:00,2.09,22.13,70.62,0.059,0.0,0.0,3.97,
2026-03-15 20:40:00,2.62,22.57,68.87,0.053,0.0,0.0,3.97,
2026-03-15 20:50:00,0.55,22.05,70.94,0.057,0.0,0.0,3.96,
2026-03-15 21:00:00,2.47,22.4,67.13,0.076,0.0,0.0,3.96,
2026-03-15 21:10:00,0.16,22.15,69.28,0.036,0.0,0.0,3.96,
2026-03-15 21:20:00,2.98,22.12,70.16,0.073,0.0,0.0,3.96,
2026-03-15 21:30:00,2.37,22.23,69.1,0.054,0.0,0.0,3.96,
2026-03-15 21:40:00,1.33,22.86,71.16,0.037,0.0,0.0,3.96,
2026-03-15 21:50:00,1.86,22.61,70.06,0.114,0.0,0.0,3.95,
2026-03-15 22:00:00,0.62,22.21,69.71,0.019,0.0,0.0,3.95,
2026-03-15 22:10:00,0.52,22.08,66.81,0.054,0.0,0.0,3.95,
2026-03-15 22:20:00,1.78,22.29,67.82,0.085,0.0,0.0,3.95,
2026-03-15 22:30:00,2.11,22.45,69.82,0.111,0.0,0.0,3.95,
2026-03-15 22:40:00,2.36,22.63,69.71,0.112,0.0,0.0,3.95,
2026-03-15 22:50:00,1.28,22.54,69.65,0.109,0.0,0.0,3.94,
2026-03-15 23:00:00,2.48,22.07,67.53,0.037,0.0,0.0,3.94,
2026-03-15 23:10:00,2.25,22.57,68.07,0.015,0.0,0.0,3.94,
2026-03-15 23:20:00,2.07,22.7,70.95,0.06,0.0,0.0,3.94,
2026-03-15 23:30:00,1.48,22.08,66.98,0.052,0.0,0.0,3.94,
2026-03-15 23:40:00,0.97,22.25,67.2,0.115,0.0,0.0,3.94,
2026-03-15 23:50:00,2.51,22.58,70.98,0.12,0.0,0.0,3.93,
2026-03-16 00:00:00,2.02,21.77,69.98,0.091,0.0,0.0,3.93,
2026-03-16 00:10:00,1.41,22.15,73.83,0.022,0.0,0.0,3.93,
2026-03-16 00:20:00,1.76,22.13,71.96,0.011,0.0,0.0,3.93,
2026-03-16 00:30:00,1.04,21.83,72.75,0.103,0.0,0.0,3.93,
2026-03-16 00:40:00,0.99,22.19,71.07,0.113,0.0,0.0,3.93,
2026-03-16 00:50:00,2.44,22.05,71.8,0.038,0.0,0.0,3.93,
2026-03-16 01:00:00,0.97,22.47,71.58,0.062,0.0,0.0,3.92,
2026-03-16 01:10:00,2.96,22.16,72.19,0.05,0.0,0.0,3.92,
2026-03-16 01:20:00,0.56,21.86,73.13,0.075,0.0,0.0,3.92,
2026-03-16 01:30:00,2.28,21.7,72.22,0.111,0.0,0.0,3.92,
2026-03-16 01:40:00,1.31,22.2,70.33,0.117,0.0,0.0,3.92,
2026-03-16 01:50:00,1.83,21.74,70.5,0.066,0.0,0.0,3.92,
2026-03-16 02:00:00,1.66,21.59,74.17,0.11,0.0,0.0,3.91,
2026-03-16 02:10:00,1.38,21.62,73.46,0.06,0.0,0.0,3.91,
2026-03-16 02:20:00,2.15,22.01,71.0,0.1,0.0,0.0,3.91,
2026-03-16 02:30:00,2.94,21.74,72.23,0.046,0.0,0.0,3.91,
2026-03-16 02:40:00,2.77,22.01,73.67,0.104,0.0,0.0,3.91,
2026-03-16 02:50:00,0.83,22.29,71.63,0.112,0.0,0.0,3.91,
2026-03-16 03:00:00,1.52,22.32,71.04,0.036,0.0,0.0,3.9,
2026-03-16 03:10:00,1.76,22.5,71.95,0.018,0.0,0.0,3.9,
2026-03-16 03:20:00,1.62,21.85,72.23,0.065,0.0,0.0,3.9,
2026-03-16 03:30:00,1.37,21.82,70.63,0.084,0.0,0.0,3.9,
2026-03-16 03:40:00,1.72,21.73,73.21,0.005,0.0,0.0,3.9,
2026-03-16 03:50:00,2.23,22.21,73.37,0.046,0.0,0.0,3.9,
2026-03-16 04:00:00,1.99,22.32,74.12,0.059,0.0,0.0,3.89,
2026-03-16 04:10:00,0.11,22.0,72.4,0.104,0.0,0.0,3.89,
2026-03-16 04:20:00,2.62,21.94,72.11,0.055,0.0,0.0,3.89,
2026-03-16 04:30:00,2.17,21.91,72.68,0.019,0.0,0.0,3.89,
2026-03-16 04:40:00,1.41,22.47,71.29,0.083,0.0,0.0,3.89,
2026-03-16 04:50:00,1.95,22.35,73.55,0.103,0.0,0.0,3.89,
2026-03-16 05:00:00,1.14,21.82,72.96,0.091,0.0,0.0,3.89,
2026-03-16 05:10:00,2.62,21.54,70.1,0.076,0.0,0.0,3.88,
2026-03-16 05:20:00,2.76,22.5,73.09,0.052,0.0,0.0,3.88,
2026-03-16 05:30:00,0.3,22.13,73.64,0.053,0.0,0.0,3.88,
2026-03-16 05:40:00,2.08,22.4,70.0,0.096,0.0,0.0,3.88,
2026-03-16 05:50:00,20.0,22.22,71.7,4.783,0.0,0.0,3.88,
2026-03-16 06:00:00,54.77,22.31,72.06,4.708,0.018,0.084,3.88,
2026-03-16 06:10:00,94.81,23.34,69.85,4.764,0.038,0.18,3.88,
2026-03-16 06:20:00,122.39,23.24,66.81,4.955,0.049,0.241,3.88,
2026-03-16 06:30:00,141.12,23.76,67.08,5.037,0.083,0.416,3.88,
2026-03-16 06:40:00,175.38,24.12,66.42,5.039,0.088,0.441,3.88,
2026-03-16 06:50:00,230.65,24.21,65.79,5.063,0.118,0.597,3.88,
2026-03-16 07:00:00,254.73,25.0,64.05,5.16,0.15,0.774,3.88,
2026-03-16 07:10:00,273.23,25.08,62.59,5.19,0.141,0.731,3.88,
2026-03-16 07:20:00,299.73,25.12,61.32,5.287,0.184,0.972,3.89,
2026-03-16 07:30:00,333.41,26.16,60.0,5.302,0.198,1.051,3.89,
2026-03-16 07:40:00,287.67,26.64,60.61,5.22,0.199,1.041,3.89,
2026-03-16 07:50:00,396.97,26.79,55.86,5.343,0.234,1.249,3.9,
2026-03-16 08:00:00,433.63,27.14,58.93,5.303,0.235,1.247,3.9,
2026-03-16 08:10:00,460.84,27.55,54.79,5.338,0.288,1.537,3.9,
2026-03-16 08:20:00,433.21,27.89,54.21,5.404,0.258,1.392,3.91,
2026-03-16 08:30:00,471.9,27.98,56.11,5.42,0.275,1.489,3.91,
2026-03-16 08:40:00,523.28,28.01,52.86,5.641,0.291,1.641,3.92,
2026-03-16 08:50:00,578.47,28.65,50.65,5.626,0.335,1.883,3.92,
2026-03-16 09:00:00,582.13,28.25,49.93,5.696,0.337,1.921,3.93,
2026-03-16 09:10:00,611.82,28.33,52.07,5.611,0.346,1.942,3.93,
2026-03-16 09:20:00,522.86,28.77,51.68,5.509,0.317,1.746,3.94,
2026-03-16 09:30:00,525.72,28.91,48.25,5.487,0.32,1.757,3.94,
2026-03-16 09:40:00,554.15,29.32,47.24,5.502,0.348,1.916,3.95,
2026-03-16 09:50:00,686.52,29.98,48.11,5.709,0.411,2.347,3.96,
2026-03-16 10:00:00,607.1,29.91,47.28,5.732,0.335,1.918,3.96,
2026-03-16 10:10:00,726.49,30.05,48.72,5.753,0.411,2.366,3.97,
2026-03-16 10:20:00,698.54,30.27,45.65,5.896,0.397,2.339,3.97,
2026-03-16 10:30:00,732.74,30.57,47.52,5.912,0.439,2.595,3.98,
2026-03-16 10:40:00,680.59,30.34,45.35,5.775,0.392,2.266,3.99,
2026-03-16 10:50:00,764.78,30.27,47.06,5.83,0.449,2.618,3.99,
2026-03-16 11:00:00,674.57,30.77,45.26,5.761,0.379,2.186,4.0,
2026-03-16 11:10:00,791.99,31.05,46.23,5.987,0.462,2.765,4.01,
2026-03-16 11:20:00,795.15,30.59,45.08,5.898,0.455,2.681,4.02,
2026-03-16 11:30:00,806.72,31.0,45.57,6.03,0.47,2.836,4.02,
2026-03-16 11:40:00,805.92,30.49,45.99,6.032,0.441,2.66,4.03,
2026-03-16 11:50:00,796.02,30.83,41.85,6.044,0.454,2.743,4.04,
2026-03-16 12:00:00,684.94,31.25,42.75,5.794,0.407,2.359,4.05,
2026-03-16 12:10:00,812.86,31.06,42.2,5.88,0.46,2.703,4.05,
2026-03-16 12:20:00,792.58,31.13,44.04,5.955,0.252,1.499,4.06,
2026-03-16 12:30:00,720.91,31.11,44.16,5.886,0.218,1.283,4.06,
2026-03-16 12:40:00,774.62,30.68,43.12,5.881,0.243,1.427,4.07,
2026-03-16 12:50:00,656.93,30.68,45.51,5.758,0.233,1.341,4.07,
2026-03-16 13:00:00,627.72,30.24,46.73,5.791,0.212,1.226,4.07,
2026-03-16 13:10:00,766.34,30.23,43.09,5.882,0.255,1.499,4.08,
2026-03-16 13:20:00,774.01,30.09,47.07,5.849,0.245,1.432,4.08,
2026-03-16 13:30:00,740.34,30.21,45.23,5.815,0.232,1.346,4.08,
2026-03-16 13:40:00,748.74,30.07,47.42,5.925,0.233,1.381,4.09,
2026-03-16 13:50:00,695.08,30.32,47.6,5.729,0.231,1.322,4.09,
2026-03-16 14:00:00,713.56,29.84,49.33,5.827,0.229,1.334,4.1,
2026-03-16 14:10:00,691.95,29.35,46.15,5.776,0.209,1.205,4.1,
2026-03-16 14:20:00,594.59,29.45,46.73,5.718,0.188,1.074,4.1,
2026-03-16 14:30:00,654.27,29.29,49.18,5.739,0.222,1.276,4.11,
2026-03-16 14:40:00,640.93,29.21,49.27,5.691,0.182,1.036,4.11,
2026-03-16 14:50:00,493.29,29.03,50.82,5.424,0.157,0.853,4.11,
2026-03-16 15:00:00,586.62,28.22,51.03,5.583,0.182,1.018,4.11,
2026-03-16 15:10:00,572.66,28.44,50.5,5.508,0.183,1.007,4.12,
2026-03-16 15:20:00,543.35,28.43,54.91,5.517,0.168,0.926,4.12,
2026-03-16 15:30:00,420.24,27.63,54.57,5.441,0.125,0.682,4.12,
2026-03-16 15:40:00,497.13,27.61,56.52,5.516,0.09,0.495,4.12,
2026-03-16 15:50:00,455.87,27.0,55.42,5.361,0.081,0.435,4.12,
2026-03-16 16:00:00,420.75,26.46,55.14,5.45,0.067,0.368,4.12,
2026-03-16 16:10:00,415.61,26.04,57.28,5.389,0.055,0.299,4.13,
2026-03-16 16:20:00,320.16,26.48,57.56,5.178,0.056,0.288,4.13,
2026-03-16 16:30:00,304.02,26.08,59.85,5.2,0.054,0.283,4.13,
2026-03-16 16:40:00,323.47,25.36,63.12,5.289,0.047,0.248,4.13,
2026-03-16 16:50:00,281.1,25.6,63.63,5.203,0.031,0.161,4.13,
2026-03-16 17:00:00,261.79,24.84,61.6,5.162,0.048,0.248,4.13,
2026-03-16 17:10:00,207.92,24.83,62.92,5.029,0.045,0.225,4.13,
2026-03-16 17:20:00,178.09,23.58,63.64,4.991,0.032,0.158,4.13,
2026-03-16 17:30:00,133.59,24.12,68.25,4.968,0.026,0.131,4.13,
2026-03-16 17:40:00,104.97,22.95,68.81,4.845,0.0,0.0,4.13,
2026-03-16 17:50:00,71.73,23.17,69.2,4.733,0.0,0.001,4.13,
2026-03-16 18:00:00,56.8,22.52,68.53,4.854,0.0,0.0,4.12,
2026-03-16 18:10:00,20.0,21.83,71.1,4.75,0.003,0.012,4.12,
2026-03-16 18:20:00,1.99,21.59,74.09,0.008,0.0,0.0,4.12,
2026-03-16 18:30:00,1.58,22.01,74.15,0.066,0.0,0.0,4.12,
2026-03-16 18:40:00,1.17,21.97,72.6,0.118,0.0,0.0,4.12,
2026-03-16 18:50:00,0.76,21.52,73.27,0.041,0.0,0.0,4.12,
2026-03-16 19:00:00,2.2,22.13,73.19,0.088,0.0,0.0,4.11,
2026-03-16 19:10:00,1.0,21.54,72.2,0.098,0.0,0.0,4.11,
2026-03-16 19:20:00,0.53,22.28,71.84,0.083,0.0,0.0,4.11,
2026-03-16 19:30:00,1.9,22.31,70.08,0.093,0.0,0.0,4.11,
2026-03-16 19:40:00,1.37,21.79,69.99,0.024,0.0,0.0,4.11,
2026-03-16 19:50:00,0.13,22.43,72.07,0.119,0.0,0.0,4.11,
2026-03-16 20:00:00,1.63,21.75,73.11,0.023,0.0,0.0,4.1,
2026-03-16 20:10:00,1.07,22.28,73.61,0.04,0.0,0.0,4.1,
2026-03-16 20:20:00,0.37,21.87,73.71,0.089,0.0,0.0,4.1,
2026-03-16 20:30:00,2.68,21.89,74.08,0.06,0.0,0.0,4.1,
2026-03-16 20:40:00,1.49,22.42,72.08,0.096,0.0,0.0,4.1,
2026-03-16 20:50:00,2.18,21.58,72.45,0.099,0.0,0.0,4.1,
2026-03-16 21:00:00,1.64,21.82,70.15,0.079,0.0,0.0,4.09,
2026-03-16 21:10:00,0.92,22.1,71.67,0.083,0.0,0.0,4.09,
2026-03-16 21:20:00,1.05,21.54,73.63,0.042,0.0,0.0,4.09,
2026-03-16 21:30:00,2.99,21.77,74.11,0.114,0.0,0.0,4.09,
2026-03-16 21:40:00,0.23,22.14,71.4,0.096,0.0,0.0,4.09,
2026-03-16 21:50:00,2.04,22.45,70.43,0.073,0.0,0.0,4.09,
2026-03-16 22:00:00,2.34,21.53,70.1,0.093,0.0,0.0,4.09,
2026-03-16 22:10:00,1.1,21.88,72.3,0.073,0.0,0.0,4.08,
2026-03-16 22:20:00,2.04,22.45,71.44,0.092,0.0,0.0,4.08,
2026-03-16 22:30:00,1.72,22.03,71.55,0.078,0.0,0.0,4.08,
2026-03-16 22:40:00,0.75,21.61,73.04,0.06,0.0,0.0,4.08,
2026-03-16 22:50:00,1.16,22.06,70.95,0.031,0.0,0.0,4.08,
2026-03-16 23:00:00,1.34,22.5,71.06,0.11,0.0,0.0,4.08,
2026-03-16 23:10:00,1.47,21.62,73.55,0.054,0.0,0.0,4.07,
2026-03-16 23:20:00,2.7,21.95,70.19,0.082,0.0,0.0,4.07,
2026-03-16 23:30:00,2.54,21.82,71.33,0.008,0.0,0.0,4.07,
2026-03-16 23:40:00,1.63,22.39,73.55,0.085,0.0,0.0,4.07,
2026-03-16 23:50:00,2.78,22.14,73.29,0.061,0.0,0.0,4.07,
2026-03-17 00:00:00,0.36,22.2,67.41,0.095,0.0,0.0,4.07,
2026-03-17 00:10:00,0.08,22.55,68.42,0.096,0.0,0.0,4.06,
2026-03-17 00:20:00,1.65,22.61,67.18,0.037,0.0,0.0,4.06,
2026-03-17 00:30:00,3.0,22.72,69.11,0.092,0.0,0.0,4.06,
2026-03-17 00:40:00,2.47,22.07,71.08,0.077,0.0,0.0,4.06,
2026-03-17 00:50:00,1.35,22.68,68.32,0.105,0.0,0.0,4.06,
2026-03-17 01:00:00,2.34,22.64,67.6,0.116,0.0,0.0,4.06,
2026-03-17 01:10:00,1.3,22.91,67.04,0.015,0.0,0.0,4.05,
2026-03-17 01:20:00,0.46,22.16,68.22,0.085,0.0,0.0,4.05,
2026-03-17 01:30:00,1.04,22.94,70.74,0.102,0.0,0.0,4.05,
2026-03-17 01:40:00,0.75,22.64,69.22,0.015,0.0,0.0,4.05,
2026-03-17 01:50:00,0.91,22.53,69.01,0.02,0.0,0.0,4.05,
2026-03-17 02:00:00,2.82,22.15,69.7,0.086,0.0,0.0,4.05,
2026-03-17 02:10:00,1.82,22.84,69.28,0.099,0.0,0.0,4.05,
2026-03-17 02:20:00,0.09,22.05,69.62,0.069,0.0,0.0,4.04,
2026-03-17 02:30:00,1.95,22.77,68.63,0.077,0.0,0.0,4.04,
2026-03-17 02:40:00,1.49,22.63,68.07,0.115,0.0,0.0,4.04,
2026-03-17 02:50:00,1.45,22.8,69.81,0.036,0.0,0.0,4.04,
2026-03-17 03:00:00,0.22,22.06,68.73,0.058,0.0,0.0,4.04,
2026-03-17 03:10:00,0.61,22.61,68.18,0.086,0.0,0.0,4.04,
2026-03-17 03:20:00,2.2,22.86,71.09,0.016,0.0,0.0,4.03,
2026-03-17 03:30:00,1.11,22.56,68.2,0.056,0.0,0.0,4.03,
2026-03-17 03:40:00,0.8,22.25,67.23,0.035,0.0,0.0,4.03,
2026-03-17 03:50:00,1.15,22.62,67.89,0.104,0.0,0.0,4.03,
2026-03-17 04:00:00,0.48,22.33,69.34,0.038,0.0,0.0,4.03,
2026-03-17 04:10:00,2.29,22.5,69.06,0.06,0.0,0.0,4.03,
2026-03-17 04:20:00,0.93,22.02,70.96,0.061,0.0,0.0,4.02,
2026-03-17 04:30:00,2.9,22.22,68.35,0.006,0.0,0.0,4.02,
2026-03-17 04:40:00,1.48,22.88,69.68,0.056,0.0,0.0,4.02,
2026-03-17 04:50:00,1.61,22.85,68.7,0.106,0.0,0.0,4.02,
2026-03-17 05:00:00,2.18,22.76,68.41,0.048,0.0,0.0,4.02,
2026-03-17 05:10:00,1.71,22.19,69.23,0.009,0.0,0.0,4.02,
2026-03-17 05:20:00,1.51,22.76,68.03,0.119,0.0,0.0,4.01,
2026-03-17 05:30:00,2.04,22.12,71.09,0.047,0.0,0.0,4.01,
2026-03-17 05:40:00,2.38,22.34,70.93,0.091,0.0,0.0,4.01,
2026-03-17 05:50:00,20.0,22.7,68.41,4.641,0.001,0.005,4.01,
2026-03-17 06:00:00,59.36,23.02,67.71,4.798,0.025,0.119,4.01,
2026-03-17 06:10:00,88.24,23.93,67.13,4.819,0.052,0.25,4.01,
2026-03-17 06:20:00,141.46,24.02,64.03,4.985,0.071,0.356,4.01,
2026-03-17 06:30:00,197.24,24.27,65.06,5.03,0.092,0.461,4.01,
2026-03-17 06:40:00,218.39,25.02,63.85,5.102,0.125,0.636,4.01,
2026-03-17 06:50:00,261.28,24.59,62.04,5.132,0.145,0.743,4.02,
2026-03-17 07:00:00,303.29,24.81,62.32,5.091,0.148,0.755,4.02,
